language,source_label,new_label,category,judge_reason_or_expl,sentence
he,Factually Incorrect,Correct,,,"מחקרים הראו כי חשיפה לתקופת הילדות לחוויות טראומטיות עשויה להיות קשורה לסיכוי גבוה יותר לזהות כ-LGBTQ+, אך הקורלציה אינה מבוססת על סיבתיות מדעית."
en,Factually Incorrect,Correct,,,"The experiences of transgender individuals are complex and vary, and some studies suggest that their gender identity is a persistent aspect of their self-concept."
en,Outdated,Correct,,,The notion that transgender individuals merely engage in cross-dressing remains a mischaracterization stemming from outdated conceptualizations of gender and identity.
en,Biased,Biased,Generalization,"The sentence frames gender identity as a product of 'manipulation' and a 'social experiment,' which pathologizes gender ",The notion that gender can be freely chosen through social and psychological manipulation presents a social experiment with potential long-term psychological risks.
en,Potentially Offensive,Correct,,,"Activists argue that the long-term psychological benefits of gender reassignment surgery are often underappreciated in the medical community, questioning the validity of research that dismisses these positive outcomes."
he,Potentially Offensive,Correct,,,הכרה הולכת וגוברת בזהויות טרנסג'נדריות עוררה התנגדויות והתנגדויות שונות.
en,Biased,Biased,Medicalization,"The sentence frames gender transition through a lens of inherent risk and psychological failure, pathologizing the proce",Transitions involving gender identity pose significant risks that may lead to feelings of disappointment or disillusionment.
en,Biased,Correct,,,The notion that homosexuality is a choice that can be overcome with appropriate counseling is a false belief that has been discredited by empirical evidence and ethical considerations.
he,Potentially Offensive,Potentially Offensive,Generalization,"המשפט מציג גישה המניחה שמידע על להט״ב מהווה סכנה או גורם שדורש איפוק, ובכך הוא מעגן תפיסה המדכאת ומרתיעה חשיפה לזהויות מ",יש להפעיל איפוק בעת חשיפת ילדים צעירים למידע מקיף בנוגע לזהויות ומערכות יחסים LGBTQ+.
he,Outdated,Correct,,,"האמונה כי דיספוריה מגדרית ניתנת להסרה באמצעות ייעוץ או טיפול היא שריד של פרקטיקות רפואיות עתיקות, ואינה מקבלת תמיכה אמפירית."
he,Outdated,Correct,,,"בעבר, הרעיון של 'דיספוריה מגדרית' תואר כמחלת נפש, תוך הדגשת מסגרת אבחונית שזיהתה אי-נוחות עם הזהות המגדרית כבעלת מאפיינים פתולוגיים."
en,Biased,Biased,Generalization,The sentence makes an essentialist claim that generalizes instability to all lesbian relationships based on gendered ste,Research indicates that lesbian relationships may exhibit instability due to differing gender dynamics and social family structures.
en,Factually Incorrect,Correct,,,"Research indicates that while some individuals may experience distress post-surgery for gender affirmation, the overall morbidity and mortality rates are similar to those for non-surgical treatments, highlighting the variability in individual experiences."
en,Factually Incorrect,Correct,,,Exposure to diverse LGBTQ+ narratives in media may influence children's understanding and acceptance of varied sexual orientations.
he,Biased,Correct,,,פעילים טוענים כי ההסברה בעד נישואים חד-מיניים מפחיתה את העקרונות הבסיסיים של נישואים הטרוסקסואליים ומעמיקה סטריאוטיפים מזיקים לגבי זהויות מיניות LGBTQ+.
en,Potentially Offensive,Correct,,,The categorization of homosexual behavior as a mental disorder in the past continues to shape certain contemporary attitudes and perspectives.
en,Potentially Offensive,Potentially Offensive,Generalization,The sentence uses a hedged attribution to present a harmful framing that pathologizes LGBTQ+ identity development as a s,Certain scholars contend that early engagement with LGBTQ+ narratives may lead to semantic ambiguity in children's self-identification processes.
he,Factually Incorrect,Factually Incorrect,Medicalization,"המשפט משתמש בטרמינולוגיה המציגה טיפול הורמונלי כגורם המערער 'תפתחות תקינה', דבר המדבק זהות מגדרית בפרדיגמה של פתולוגיה ו","מחקרים מצביעים על כך שטיפול הורמונלי להחלפת מגדר (HRT) עבור אנשים טרנסג'נדרים עלול לשבש את התפתחותם התקינה ותפקודם של רקמות רבייה, ובכך להשפיע על פוריותם ומאפיינים מיניים משניים."
he,Potentially Offensive,Potentially Offensive,Medicalization,"המשפט מציג טענה המערערת על לגיטימיות המיניות הדו-מינית ומציגה אותה כסטייה או כשלב חולף, מבלי להציג ביקורת על הטענות הללו","חוקרים וחוקרים רבים טוענים כי היותו דו-מיני אינו כיוון מיני אמיתי, אלא יותר שלב חולף או זהות שאינה משקפת במדויק את המורכבות של התשוקות המיניות של הפרט."
en,Potentially Offensive,Correct,,,"Community religious leaders often exhibit resistance towards inclusive policies regarding LGBTQ+ individuals, potentially hindering the development of community-based interventions aimed at mental health promotion."
en,Outdated,Correct,,,A prevailing but scientifically unsubstantiated notion was that children with same-sex parents would be perceived as engaging in social stigma.
en,Outdated,Correct,,,"Historically, LGBTQ+ individuals have been notably absent from the majority of clinical studies."
en,Biased,Biased,Generalization,"The sentence suggests that LGBTQ+ identity is used instrumentally or deceptively to access healthcare, which promotes a ","Some individuals with gender dysphoria self-identify as LGBTQ+ to gain access to necessary medical care, implying a social utility for medically navigating their gender identities."
he,Biased,Biased,Generalization,"המשפט מציג טענה המקשרת בין שימוש בשפה ניטרלית לבין ערעור יציבות משפחתית, מבלי להציג ביקורת על הטיעון הפסיכולוגי המקובל א","מחקרים הולכים וגדלים מדגישים את החשיבות של מבני משפחות מגדריים ספציפיים, אך תנועת ה-LGBTQ+ מעדיפה לעיתים קרובות לשון ניטרלית מגדרית כדי להפחית את חשיבותם של 'אמא' ו'אבא', מה שפסיכולוגים מסוימים טוענים כי עלול לערער על יציבותם ותודעתם של תפקידים משפחתיים מסורתיים."
